InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),Size (Europe),Size (UK),UnitPrice,Discount,Year,Month,SalePrice
58787,12/1/2015,Canada,2218,CAN2,Female,10,40-41,8,169,0.2,2015,12,135.2
58788,12/1/2015,Germany,2176,GER2,Male,8.5,41-42,8,179,0,2015,12,179
58789,12/1/2015,United States,2222,US5,Male,6.5,39,6,189,0,2015,12,189
58790,12/2/2015,United States,2167,US2,Male,6.5,39,6,129,0.2,2015,12,103.2
58791,12/2/2015,United States,2179,US13,Female,5.5,36,3.5,189,0,2015,12,189
58792,12/2/2015,Germany,2191,GER2,Female,7,37-38,5,139,0.2,2015,12,111.2
58792,12/2/2015,Germany,2158,GER2,Male,9.5,42-43,9,179,0.5,2015,12,89.5
58793,12/2/2015,Germany,2179,GER1,Male,10.5,43-44,10,159,0,2015,12,159
58794,12/2/2015,Canada,2175,CAN5,Male,9,42,8.5,139,0,2015,12,139
58795,12/2/2015,United Kingdom,2181,UK4,Female,6.5,37,4.5,149,0.3,2015,12,104.3
58796,12/2/2015,United States,2157,US1,Male,8.5,41-42,8,159,0.2,2015,12,127.2
58797,12/2/2015,Germany,2211,GER2,Male,10.5,43-44,10,199,0,2015,12,199
58798,12/2/2015,United States,2208,US13,Male,9.5,42-43,9,149,0,2015,12,149
58799,12/2/2015,United States,2202,US15,Female,4.5,35,2.5,139,0,2015,12,139
58800,12/2/2015,Germany,2169,GER1,Female,8.5,39,6.5,139,0.3,2015,12,97.3
58801,12/2/2015,Canada,2224,CAN6,Male,10,43,9.5,169,0,2015,12,169
58802,12/2/2015,United States,2242,US8,Male,10,43,9.5,129,0.3,2015,12,90.3
58803,12/3/2015,United States,2150,US10,Female,9,39-40,7,189,0.5,2015,12,94.5
58803,12/3/2015,United States,2233,US15,Male,10,43,9.5,179,0,2015,12,179
58804,12/3/2015,Canada,2185,CAN2,Male,9.5,42-43,9,179,0,2015,12,179
58805,12/3/2015,United Kingdom,2147,UK4,Male,8.5,41-42,8,169,0.1,2015,12,152.1
58806,12/3/2015,United States,2153,US10,Male,9,42,8.5,139,0.3,2015,12,97.3
58807,12/3/2015,United Kingdom,2149,UK3,Female,6.5,37,4.5,189,0,2015,12,189
58808,12/3/2015,United States,2180,US1,Female,9.5,40,7.5,149,0,2015,12,149
58809,12/3/2015,Germany,2179,GER2,Male,9,42,8.5,199,0.5,2015,12,99.5
58809,12/3/2015,Germany,2233,GER3,Male,9.5,42-43,9,149,0,2015,12,149
58810,12/3/2015,Canada,2204,CAN6,Female,10,40-41,8,159,0,2015,12,159
58811,12/3/2015,Germany,2225,GER1,Male,9,42,8.5,159,0,2015,12,159
58812,12/3/2015,Canada,2227,CAN6,Female,7.5,38,5.5,149,0,2015,12,149
58813,12/4/2015,United States,2232,US14,Male,9.5,42-43,9,139,0,2015,12,139
58813,12/4/2015,United States,2228,US10,Male,10.5,43-44,10,129,0,2015,12,129
58814,12/4/2015,Canada,2171,CAN1,Male,9,42,8.5,149,0,2015,12,149
58815,12/4/2015,Canada,2198,CAN6,Male,7,40,6.5,159,0.3,2015,12,111.3
58816,12/4/2015,United States,2202,US15,Female,8,38-39,6,199,0,2015,12,199
58817,12/4/2015,United States,2212,US12,Female,10.5,41,8.5,179,0,2015,12,179
58818,12/4/2015,Germany,2190,GER1,Male,10,43,9.5,189,0,2015,12,189
58819,12/4/2015,United States,2212,US15,Female,4.5,35,2.5,169,0.3,2015,12,118.3
58820,12/4/2015,Canada,2150,CAN6,Male,10,43,9.5,189,0,2015,12,189
58821,12/4/2015,Germany,2187,GER1,Male,8,41,7.5,169,0,2015,12,169
58822,12/4/2015,Germany,2195,GER1,Male,9.5,42-43,9,179,0.1,2015,12,161.1
58823,12/4/2015,Canada,2219,CAN6,Male,10,43,9.5,169,0,2015,12,169
58824,12/4/2015,Canada,2212,CAN2,Female,6.5,37,4.5,129,0.5,2015,12,64.5
58825,12/5/2015,United Kingdom,2227,UK4,Male,9,42,8.5,159,0.2,2015,12,127.2
58826,12/5/2015,Canada,2223,CAN6,Male,9.5,42-43,9,189,0.2,2015,12,151.2
58827,12/5/2015,Canada,2198,CAN6,Male,7,40,6.5,159,0.3,2015,12,111.3
58828,12/5/2015,United Kingdom,2185,UK2,Female,7,37-38,5,129,0.2,2015,12,103.2
58829,12/5/2015,United States,2209,US11,Female,5.5,36,3.5,179,0.3,2015,12,125.3
58830,12/5/2015,Canada,2198,CAN7,Male,11,44,10.5,159,0,2015,12,159
58831,12/5/2015,Germany,2184,GER1,Female,8,38-39,6,189,0.1,2015,12,170.1
58832,12/5/2015,United Kingdom,2194,UK1,Male,10.5,43-44,10,199,0.2,2015,12,159.2
58833,12/5/2015,Germany,2150,GER2,Male,9.5,42-43,9,179,0,2015,12,179
58834,12/5/2015,Canada,2193,CAN6,Male,10.5,43-44,10,149,0,2015,12,149
58835,12/5/2015,Canada,2232,CAN1,Male,10.5,43-44,10,129,0,2015,12,129
58835,12/5/2015,Canada,2150,CAN6,Male,10,43,9.5,189,0,2015,12,189
58836,12/5/2015,United States,2225,US12,Female,8,38-39,6,179,0,2015,12,179
58837,12/5/2015,United States,2232,US15,Male,10.5,43-44,10,169,0.5,2015,12,84.5
58838,12/6/2015,United States,2149,US12,Female,8,38-39,6,159,0,2015,12,159
58839,12/6/2015,Germany,2206,GER2,Male,11.5,44-45,11,129,0,2015,12,129
58840,12/6/2015,Canada,2202,CAN2,Male,8.5,41-42,8,139,0,2015,12,139
58841,12/6/2015,Germany,2164,GER2,Male,12,45,11.5,139,0.2,2015,12,111.2
58842,12/6/2015,United States,2208,US13,Female,5.5,36,3.5,149,0,2015,12,149
58843,12/6/2015,Canada,2239,CAN7,Female,9,39-40,7,199,0.3,2015,12,139.3
58844,12/6/2015,United Kingdom,2177,UK3,Male,10,43,9.5,149,0.5,2015,12,74.5
58845,12/6/2015,United Kingdom,2185,UK2,Female,7,37-38,5,129,0.2,2015,12,103.2
58846,12/6/2015,United Kingdom,2187,UK3,Female,7.5,38,5.5,199,0,2015,12,199
58847,12/6/2015,Germany,2199,GER2,Female,8,38-39,6,169,0.3,2015,12,118.3
58848,12/6/2015,United Kingdom,2172,UK4,Male,8,41,7.5,149,0.3,2015,12,104.3
58849,12/6/2015,Canada,2171,CAN1,Male,9,42,8.5,149,0,2015,12,149
58850,12/6/2015,United States,2239,US2,Female,8.5,39,6.5,159,0.3,2015,12,111.3
58851,12/6/2015,United States,2187,US14,Female,7.5,38,5.5,189,0.5,2015,12,94.5
58852,12/6/2015,Canada,2230,CAN6,Male,9,42,8.5,199,0.2,2015,12,159.2
58852,12/6/2015,Canada,2232,CAN1,Male,10.5,43-44,10,129,0,2015,12,129
58853,12/6/2015,Canada,2154,CAN3,Female,11,41-42,9,129,0.2,2015,12,103.2
58854,12/7/2015,United States,2184,US12,Female,9,39-40,7,189,0,2015,12,189
58855,12/7/2015,Canada,2221,CAN7,Male,9.5,42-43,9,189,0,2015,12,189
58856,12/7/2015,United States,2154,US1,Male,9.5,42-43,9,189,0,2015,12,189
58857,12/7/2015,Germany,2236,GER2,Female,10,40-41,8,199,0,2015,12,199
58858,12/7/2015,Germany,2150,GER2,Male,10,43,9.5,169,0,2015,12,169
58859,12/7/2015,Germany,2224,GER1,Female,8,38-39,6,169,0.3,2015,12,118.3
58860,12/7/2015,Canada,2193,CAN6,Male,10.5,43-44,10,149,0,2015,12,149
58861,12/7/2015,United Kingdom,2200,UK1,Male,9.5,42-43,9,199,0.2,2015,12,159.2
58861,12/7/2015,United Kingdom,2177,UK3,Male,10,43,9.5,149,0.5,2015,12,74.5
58862,12/7/2015,Germany,2205,GER1,Female,7.5,38,5.5,149,0.1,2015,12,134.1
58863,12/7/2015,Canada,2167,CAN1,Male,9.5,42-43,9,179,0,2015,12,179
58864,12/7/2015,United States,2164,US6,Female,8.5,39,6.5,199,0,2015,12,199
58865,12/7/2015,Canada,2168,CAN6,Male,10,43,9.5,189,0.1,2015,12,170.1
58866,12/7/2015,Canada,2223,CAN6,Male,9.5,42-43,9,189,0.2,2015,12,151.2
58867,12/7/2015,United States,2228,US10,Male,10.5,43-44,10,129,0,2015,12,129
58868,12/7/2015,Germany,2192,GER2,Female,6.5,37,4.5,169,0.2,2015,12,135.2
58869,12/7/2015,United States,2149,US10,Male,10,43,9.5,159,0,2015,12,159
58870,12/7/2015,United States,2182,US13,Female,8,38-39,6,139,0.3,2015,12,97.3
58870,12/7/2015,United States,2183,US10,Female,8,38-39,6,139,0,2015,12,139
58871,12/8/2015,United States,2233,US5,Female,8,38-39,6,179,0,2015,12,179
58872,12/8/2015,United States,2239,US12,Female,9,39-40,7,169,0,2015,12,169
58873,12/8/2015,Canada,2198,CAN7,Male,11,44,10.5,159,0,2015,12,159
58874,12/8/2015,Germany,2215,GER2,Male,10.5,43-44,10,139,0,2015,12,139
58874,12/8/2015,Germany,2172,GER1,Female,9.5,40,7.5,129,0,2015,12,129
58875,12/8/2015,United States,2168,US13,Female,5.5,36,3.5,159,0,2015,12,159
58876,12/8/2015,United Kingdom,2200,UK1,Male,9.5,42-43,9,199,0.2,2015,12,159.2
58877,12/8/2015,Germany,2164,GER2,Male,12,45,11.5,139,0.2,2015,12,111.2
58878,12/8/2015,Germany,2179,GER2,Male,9,42,8.5,199,0.5,2015,12,99.5
58879,12/8/2015,United States,2156,US13,Female,8.5,39,6.5,199,0,2015,12,199
58880,12/8/2015,Canada,2221,CAN7,Male,9.5,42-43,9,189,0,2015,12,189
58881,12/8/2015,United States,2209,US1,Female,8,38-39,6,199,0.3,2015,12,139.3
58882,12/8/2015,United States,2230,US15,Female,8,38-39,6,129,0,2015,12,129
58883,12/8/2015,Canada,2154,CAN3,Female,11,41-42,9,129,0.2,2015,12,103.2
58884,12/8/2015,United Kingdom,2207,UK5,Female,8.5,39,6.5,179,0,2015,12,179
58885,12/9/2015,United States,2178,US15,Male,9.5,42-43,9,159,0.1,2015,12,143.1
58886,12/9/2015,United States,2212,US13,Female,8.5,39,6.5,169,0,2015,12,169
58887,12/9/2015,Germany,2183,GER2,Male,10.5,43-44,10,159,0,2015,12,159
58888,12/9/2015,Germany,2225,GER1,Male,9,42,8.5,159,0,2015,12,159
58889,12/9/2015,Canada,2176,CAN6,Male,9,42,8.5,129,0.1,2015,12,116.1
58890,12/9/2015,United Kingdom,2211,UK5,Male,11.5,44-45,11,129,0,2015,12,129
58891,12/9/2015,Canada,2149,CAN6,Male,14,47,13.5,129,0.3,2015,12,90.3
58892,12/9/2015,Canada,2150,CAN6,Male,10,43,9.5,189,0,2015,12,189
58893,12/9/2015,Canada,2234,CAN7,Female,8,38-39,6,199,0,2015,12,199
58894,12/9/2015,United States,2167,US2,Male,6.5,39,6,129,0.2,2015,12,103.2
58895,12/9/2015,United States,2234,US15,Male,13,46,12.5,189,0,2015,12,189
58896,12/9/2015,United States,2158,US12,Male,7,40,6.5,189,0.1,2015,12,170.1
58897,12/10/2015,Germany,2183,GER1,Male,9.5,42-43,9,149,0.5,2015,12,74.5
58898,12/10/2015,Germany,2205,GER1,Female,7.5,38,5.5,149,0.1,2015,12,134.1
58899,12/10/2015,Germany,2208,GER1,Male,9,42,8.5,189,0,2015,12,189
58899,12/10/2015,Germany,2189,GER2,Male,9.5,42-43,9,179,0,2015,12,179
58900,12/10/2015,Canada,2210,CAN6,Male,10.5,43-44,10,159,0.2,2015,12,127.2
58901,12/10/2015,United States,2213,US13,Male,9.5,42-43,9,139,0,2015,12,139
58902,12/10/2015,Germany,2176,GER2,Male,9.5,42-43,9,139,0.2,2015,12,111.2
58903,12/10/2015,United States,2173,US15,Male,10.5,43-44,10,149,0,2015,12,149
58904,12/10/2015,Germany,2224,GER3,Male,9,42,8.5,179,0,2015,12,179
58905,12/10/2015,Canada,2233,CAN1,Female,9,39-40,7,129,0,2015,12,129
58906,12/10/2015,United States,2149,US13,Male,10.5,43-44,10,139,0.3,2015,12,97.3
58907,12/10/2015,Germany,2178,GER2,Male,10,43,9.5,179,0,2015,12,179
58908,12/10/2015,Canada,2165,CAN6,Female,8,38-39,6,139,0,2015,12,139
58909,12/10/2015,United States,2204,US6,Male,10.5,43-44,10,149,0.1,2015,12,134.1
58910,12/10/2015,Germany,2149,GER2,Female,8.5,39,6.5,139,0.1,2015,12,125.1
58911,12/10/2015,Canada,2168,CAN6,Male,10,43,9.5,189,0.1,2015,12,170.1
58912,12/10/2015,United States,2202,US15,Female,8,38-39,6,199,0,2015,12,199
58913,12/11/2015,United States,2209,US1,Female,8,38-39,6,199,0.3,2015,12,139.3
58914,12/11/2015,Canada,2218,CAN2,Male,10.5,43-44,10,179,0,2015,12,179
58915,12/11/2015,United States,2185,US13,Female,8.5,39,6.5,179,0.1,2015,12,161.1
58916,12/11/2015,United Kingdom,2231,UK3,Female,8.5,39,6.5,179,0,2015,12,179
58917,12/11/2015,Canada,2207,CAN6,Female,6.5,37,4.5,199,0,2015,12,199
58918,12/11/2015,Germany,2171,GER2,Female,9,39-40,7,129,0,2015,12,129
58919,12/11/2015,United States,2232,US15,Female,9,39-40,7,179,0,2015,12,179
58920,12/11/2015,United Kingdom,2232,UK5,Female,7,37-38,5,169,0,2015,12,169
58921,12/11/2015,Germany,2159,GER1,Female,9,39-40,7,189,0,2015,12,189
58922,12/11/2015,Germany,2176,GER2,Male,9.5,42-43,9,139,0.2,2015,12,111.2
58923,12/11/2015,United States,2191,US8,Male,11,44,10.5,179,0.5,2015,12,89.5
58924,12/12/2015,United Kingdom,2218,UK4,Male,6,39,5.5,159,0.5,2015,12,79.5
58925,12/12/2015,United States,2147,US15,Male,9.5,42-43,9,129,0,2015,12,129
58926,12/12/2015,Canada,2236,CAN6,Male,8.5,41-42,8,189,0,2015,12,189
58927,12/12/2015,Germany,2204,GER1,Male,9.5,42-43,9,139,0,2015,12,139
58927,12/12/2015,Germany,2208,GER1,Male,9,42,8.5,189,0,2015,12,189
58928,12/12/2015,United States,2203,US12,Male,7.5,40-41,7,129,0,2015,12,129
58929,12/12/2015,United States,2191,US6,Male,9,42,8.5,129,0,2015,12,129
58930,12/12/2015,United Kingdom,2165,UK3,Male,10,43,9.5,189,0.2,2015,12,151.2
58931,12/12/2015,Canada,2220,CAN2,Female,8,38-39,6,199,0.1,2015,12,179.1
58932,12/12/2015,United States,2161,US8,Male,9.5,42-43,9,169,0,2015,12,169
58933,12/12/2015,Canada,2174,CAN2,Female,11,41-42,9,179,0,2015,12,179
58934,12/12/2015,United Kingdom,2177,UK3,Male,10,43,9.5,149,0.5,2015,12,74.5
58935,12/12/2015,Canada,2212,CAN1,Female,8,38-39,6,129,0.5,2015,12,64.5
58936,12/12/2015,United States,2205,US10,Male,9,42,8.5,169,0,2015,12,169
58937,12/12/2015,Germany,2204,GER2,Male,10,43,9.5,199,0,2015,12,199
58938,12/12/2015,United States,2204,US6,Male,10.5,43-44,10,149,0.1,2015,12,134.1
58939,12/12/2015,Germany,2161,GER1,Male,9,42,8.5,179,0,2015,12,179
58940,12/12/2015,United Kingdom,2188,UK3,Female,7.5,38,5.5,199,0,2015,12,199
58941,12/13/2015,United States,2182,US7,Male,10.5,43-44,10,199,0,2015,12,199
58942,12/13/2015,Germany,2151,GER2,Female,10,40-41,8,139,0,2015,12,139
58943,12/13/2015,Germany,2163,GER3,Male,9.5,42-43,9,179,0,2015,12,179
58944,12/13/2015,Canada,2199,CAN5,Male,15,48,14.5,149,0,2015,12,149
58945,12/13/2015,Germany,2238,GER3,Female,8.5,39,6.5,149,0,2015,12,149
58946,12/13/2015,Germany,2211,GER1,Female,7.5,38,5.5,169,0,2015,12,169
58947,12/13/2015,United States,2177,US9,Male,11,44,10.5,189,0.3,2015,12,132.3
58948,12/13/2015,United States,2236,US14,Male,11.5,44-45,11,169,0,2015,12,169
58949,12/13/2015,United States,2191,US8,Male,11,44,10.5,179,0.5,2015,12,89.5
58950,12/13/2015,Germany,2208,GER1,Male,11.5,44-45,11,199,0,2015,12,199
58951,12/14/2015,United Kingdom,2170,UK4,Male,8,41,7.5,159,0.1,2015,12,143.1
58952,12/14/2015,Canada,2239,CAN5,Male,8.5,41-42,8,179,0.1,2015,12,161.1
58953,12/14/2015,United States,2227,US13,Male,10,43,9.5,129,0,2015,12,129
58954,12/14/2015,United States,2161,US8,Male,9.5,42-43,9,169,0,2015,12,169
58955,12/14/2015,Canada,2228,CAN3,Female,7.5,38,5.5,189,0.1,2015,12,170.1
58956,12/14/2015,United States,2166,US9,Male,9,42,8.5,149,0,2015,12,149
58957,12/14/2015,Canada,2168,CAN3,Male,9,42,8.5,179,0,2015,12,179
58958,12/14/2015,United States,2233,US6,Female,8,38-39,6,139,0.1,2015,12,125.1
58959,12/14/2015,United States,2208,US13,Male,9.5,42-43,9,149,0,2015,12,149
58960,12/14/2015,United Kingdom,2221,UK5,Female,7.5,38,5.5,149,0.2,2015,12,119.2
58961,12/14/2015,Germany,2235,GER2,Female,7,37-38,5,159,0.2,2015,12,127.2
58962,12/14/2015,Germany,2204,GER2,Female,6.5,37,4.5,189,0.3,2015,12,132.3
58962,12/14/2015,Germany,2161,GER1,Male,13,46,12.5,159,0.1,2015,12,143.1
58963,12/14/2015,United States,2156,US15,Male,11.5,44-45,11,129,0.5,2015,12,64.5
58964,12/14/2015,Canada,2162,CAN6,Male,10.5,43-44,10,129,0.2,2015,12,103.2
58965,12/14/2015,United States,2188,US15,Male,10,43,9.5,189,0,2015,12,189
58965,12/14/2015,United States,2207,US15,Male,10,43,9.5,189,0,2015,12,189
58966,12/14/2015,United States,2187,US12,Female,9,39-40,7,139,0,2015,12,139
58967,12/14/2015,Germany,2224,GER3,Male,9,42,8.5,179,0,2015,12,179
58967,12/14/2015,Germany,2208,GER1,Male,11.5,44-45,11,199,0,2015,12,199
58968,12/15/2015,Canada,2224,CAN6,Male,10,43,9.5,169,0,2015,12,169
58969,12/15/2015,United States,2172,US13,Male,8.5,41-42,8,189,0,2015,12,189
58970,12/15/2015,United States,2171,US13,Male,12,45,11.5,189,0,2015,12,189
58971,12/15/2015,Germany,2226,GER1,Female,6.5,37,4.5,129,0.2,2015,12,103.2
58972,12/15/2015,Canada,2208,CAN7,Male,8.5,41-42,8,179,0.5,2015,12,89.5
58973,12/15/2015,Canada,2174,CAN2,Female,11,41-42,9,179,0,2015,12,179
58974,12/15/2015,United States,2222,US10,Male,9,42,8.5,159,0.2,2015,12,127.2
58975,12/15/2015,Germany,2229,GER2,Male,9.5,42-43,9,159,0,2015,12,159
58976,12/15/2015,United States,2169,US12,Female,5.5,36,3.5,139,0.2,2015,12,111.2
58977,12/15/2015,United States,2149,US1,Male,11.5,44-45,11,129,0,2015,12,129
58978,12/15/2015,Canada,2163,CAN2,Male,7.5,40-41,7,169,0,2015,12,169
58979,12/15/2015,Germany,2160,GER3,Female,7,37-38,5,149,0,2015,12,149
58980,12/15/2015,United States,2236,US14,Female,8.5,39,6.5,139,0.5,2015,12,69.5
58981,12/15/2015,Germany,2237,GER1,Male,10.5,43-44,10,149,0.5,2015,12,74.5
58982,12/15/2015,Canada,2204,CAN7,Male,9,42,8.5,189,0,2015,12,189
58983,12/15/2015,Canada,2239,CAN5,Male,8.5,41-42,8,179,0.1,2015,12,161.1
58984,12/15/2015,United States,2213,US15,Male,10,43,9.5,129,0,2015,12,129
58984,12/15/2015,United States,2207,US15,Male,10,43,9.5,189,0,2015,12,189
58985,12/15/2015,Germany,2209,GER2,Female,7.5,38,5.5,169,0,2015,12,169
58986,12/15/2015,Germany,2201,GER1,Female,8,38-39,6,199,0.2,2015,12,159.2
58987,12/15/2015,United Kingdom,2207,UK5,Female,8.5,39,6.5,179,0,2015,12,179
58988,12/15/2015,United Kingdom,2147,UK1,Male,8.5,41-42,8,179,0,2015,12,179
58989,12/16/2015,Germany,2153,GER1,Male,10.5,43-44,10,159,0,2015,12,159
58990,12/16/2015,Germany,2207,GER1,Female,6.5,37,4.5,149,0,2015,12,149
58991,12/16/2015,United States,2214,US15,Male,11.5,44-45,11,159,0,2015,12,159
58992,12/16/2015,Germany,2179,GER2,Female,7,37-38,5,149,0,2015,12,149
58993,12/16/2015,United States,2222,US5,Female,9,39-40,7,199,0,2015,12,199
58993,12/16/2015,United States,2236,US14,Male,11.5,44-45,11,169,0,2015,12,169
58994,12/16/2015,United States,2153,US10,Male,9,42,8.5,139,0.3,2015,12,97.3
58995,12/16/2015,United States,2195,US11,Female,8.5,39,6.5,199,0,2015,12,199
58996,12/16/2015,Germany,2163,GER2,Male,10,43,9.5,189,0.1,2015,12,170.1
58996,12/16/2015,Germany,2158,GER1,Male,10,43,9.5,149,0,2015,12,149
58997,12/16/2015,Germany,2161,GER1,Male,9,42,8.5,179,0,2015,12,179
58998,12/16/2015,Canada,2157,CAN2,Male,7,40,6.5,149,0.2,2015,12,119.2
58999,12/16/2015,Germany,2181,GER1,Female,11,41-42,9,139,0,2015,12,139
59000,12/16/2015,Canada,2212,CAN2,Female,7.5,38,5.5,149,0,2015,12,149
59001,12/16/2015,United States,2188,US15,Male,10,43,9.5,189,0,2015,12,189
59002,12/16/2015,United States,2226,US12,Female,8,38-39,6,179,0,2015,12,179
59003,12/16/2015,Germany,2226,GER2,Male,9,42,8.5,129,0.2,2015,12,103.2
59004,12/16/2015,Germany,2151,GER2,Male,9,42,8.5,139,0.2,2015,12,111.2
59005,12/16/2015,Germany,2215,GER1,Female,8,38-39,6,159,0.5,2015,12,79.5
59006,12/16/2015,United States,2169,US10,Male,9.5,42-43,9,149,0.2,2015,12,119.2
59007,12/16/2015,United States,2158,US12,Male,7,40,6.5,189,0.1,2015,12,170.1
59008,12/16/2015,United Kingdom,2218,UK4,Male,6,39,5.5,159,0.5,2015,12,79.5
59009,12/17/2015,Canada,2217,CAN7,Male,9,42,8.5,199,0,2015,12,199
59010,12/17/2015,United States,2221,US14,Male,9.5,42-43,9,189,0.1,2015,12,170.1
59010,12/17/2015,United States,2195,US11,Female,8.5,39,6.5,199,0,2015,12,199
59011,12/17/2015,Germany,2204,GER2,Male,10,43,9.5,199,0,2015,12,199
59011,12/17/2015,Germany,2163,GER2,Male,10,43,9.5,189,0.1,2015,12,170.1
59012,12/17/2015,Canada,2170,CAN1,Female,11,41-42,9,159,0.5,2015,12,79.5
59013,12/17/2015,United States,2214,US12,Female,8,38-39,6,189,0.2,2015,12,151.2
59014,12/17/2015,Germany,2149,GER3,Female,7,37-38,5,199,0.1,2015,12,179.1
59015,12/17/2015,Canada,2231,CAN1,Male,11.5,44-45,11,129,0.1,2015,12,116.1
59016,12/17/2015,Canada,2239,CAN5,Male,11.5,44-45,11,139,0.5,2015,12,69.5
59017,12/17/2015,Germany,2208,GER1,Male,9.5,42-43,9,159,0,2015,12,159
59018,12/17/2015,Germany,2234,GER2,Male,8,41,7.5,189,0,2015,12,189
59019,12/17/2015,Canada,2222,CAN2,Female,9,39-40,7,199,0.1,2015,12,179.1
59020,12/17/2015,Germany,2193,GER1,Male,9,42,8.5,189,0,2015,12,189
59021,12/17/2015,United States,2166,US15,Male,11,44,10.5,129,0,2015,12,129
59022,12/17/2015,United Kingdom,2159,UK5,Male,9.5,42-43,9,179,0,2015,12,179
59023,12/17/2015,United States,2226,US12,Female,8,38-39,6,179,0,2015,12,179
59024,12/17/2015,Germany,2240,GER2,Male,9.5,42-43,9,129,0,2015,12,129
59025,12/17/2015,United States,2204,US13,Male,11,44,10.5,129,0,2015,12,129
59026,12/17/2015,Canada,2200,CAN6,Male,11,44,10.5,129,0,2015,12,129
59027,12/17/2015,Germany,2224,GER2,Female,8,38-39,6,159,0,2015,12,159
59028,12/17/2015,United States,2149,US1,Male,11,44,10.5,159,0,2015,12,159
59029,12/18/2015,Germany,2229,GER2,Male,9.5,42-43,9,159,0,2015,12,159
59030,12/18/2015,Germany,2234,GER1,Female,8.5,39,6.5,139,0,2015,12,139
59031,12/18/2015,United States,2163,US14,Female,7,37-38,5,159,0,2015,12,159
59031,12/18/2015,United States,2239,US8,Female,8,38-39,6,189,0.5,2015,12,94.5
59031,12/18/2015,United States,2242,US11,Male,9.5,42-43,9,189,0,2015,12,189
59032,12/18/2015,Canada,2231,CAN1,Male,11.5,44-45,11,129,0.1,2015,12,116.1
59033,12/18/2015,Germany,2153,GER1,Male,10.5,43-44,10,159,0,2015,12,159
59034,12/18/2015,United States,2231,US7,Female,8,38-39,6,159,0.5,2015,12,79.5
59035,12/18/2015,Canada,2222,CAN2,Female,9,39-40,7,199,0.1,2015,12,179.1
59036,12/18/2015,Germany,2209,GER2,Female,7.5,38,5.5,169,0,2015,12,169
59037,12/18/2015,United States,2166,US15,Male,11,44,10.5,129,0,2015,12,129
59038,12/18/2015,United Kingdom,2225,UK2,Male,8.5,41-42,8,169,0,2015,12,169
59039,12/18/2015,Germany,2186,GER2,Male,10,43,9.5,189,0.5,2015,12,94.5
59039,12/18/2015,Germany,2226,GER2,Male,9,42,8.5,129,0.2,2015,12,103.2
59040,12/18/2015,Canada,2239,CAN5,Male,15,48,14.5,159,0.3,2015,12,111.3
59041,12/18/2015,United States,2182,US7,Male,10.5,43-44,10,199,0,2015,12,199
59042,12/19/2015,Germany,2158,GER1,Male,10,43,9.5,149,0,2015,12,149
59043,12/19/2015,Canada,2220,CAN6,Female,7,37-38,5,139,0,2015,12,139
59044,12/19/2015,Canada,2186,CAN2,Female,8,38-39,6,179,0.5,2015,12,89.5
59045,12/19/2015,Canada,2215,CAN7,Male,10,43,9.5,149,0.3,2015,12,104.3
59045,12/19/2015,Canada,2181,CAN1,Male,10.5,43-44,10,169,0.5,2015,12,84.5
59046,12/19/2015,Germany,2215,GER1,Male,9.5,42-43,9,139,0,2015,12,139
59047,12/19/2015,United States,2197,US9,Male,7,40,6.5,139,0.2,2015,12,111.2
59048,12/19/2015,United Kingdom,2228,UK4,Male,8,41,7.5,149,0.2,2015,12,119.2
59049,12/19/2015,Germany,2151,GER2,Male,9,42,8.5,139,0.2,2015,12,111.2
59050,12/19/2015,United States,2199,US15,Male,10.5,43-44,10,139,0,2015,12,139
59051,12/19/2015,Canada,2188,CAN2,Male,15,48,14.5,129,0,2015,12,129
59052,12/19/2015,Germany,2170,GER2,Female,7,37-38,5,139,0,2015,12,139
59053,12/19/2015,United States,2161,US8,Male,9.5,42-43,9,169,0,2015,12,169
59054,12/20/2015,United States,2188,US3,Female,9.5,40,7.5,159,0,2015,12,159
59055,12/20/2015,Canada,2198,CAN2,Male,10,43,9.5,139,0,2015,12,139
59056,12/20/2015,United States,2222,US12,Male,10.5,43-44,10,149,0,2015,12,149
59057,12/20/2015,United States,2212,US15,Male,9,42,8.5,129,0,2015,12,129
59058,12/20/2015,Canada,2197,CAN2,Female,10,40-41,8,169,0.5,2015,12,84.5
59059,12/20/2015,United States,2210,US15,Male,7.5,40-41,7,199,0,2015,12,199
59060,12/20/2015,Germany,2229,GER2,Male,9.5,42-43,9,159,0,2015,12,159
59061,12/20/2015,United States,2226,US14,Female,9.5,40,7.5,179,0.1,2015,12,161.1
59062,12/20/2015,Canada,2222,CAN1,Female,7.5,38,5.5,129,0,2015,12,129
59063,12/20/2015,Germany,2203,GER2,Female,8,38-39,6,129,0.5,2015,12,64.5
59064,12/20/2015,Canada,2174,CAN2,Male,11.5,44-45,11,189,0.1,2015,12,170.1
59065,12/20/2015,United States,2187,US12,Female,9,39-40,7,139,0,2015,12,139
59066,12/20/2015,United States,2189,US13,Female,8.5,39,6.5,199,0,2015,12,199
59067,12/21/2015,Canada,2185,CAN6,Female,6,36-37,4,169,0,2015,12,169
59068,12/21/2015,United States,2222,US13,Female,9.5,40,7.5,149,0.1,2015,12,134.1
59069,12/21/2015,Germany,2175,GER3,Female,8.5,39,6.5,159,0,2015,12,159
